source_class	lexeme_id	root	root_class	feature_id	feature_name	features	surface	normalized_key	oracle_root	oracle_lemma	oracle_udfeats
regular	regular:ቅውም:A	ቅውም	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቁም	ቁም	ቅውም	ቆመ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቅድእ:A	ቅድእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቀዳ	ቀዳ	ቅድእ	ቀዳ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅድእ:A	ቅድእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቀዳል	ይቀዳል	ቅድእ	ቀዳ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅድእ:A	ቅድእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቅዳ	ቅዳ	ቅድእ	ቀዳ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቅጥር:A	ቅጥር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቀጠረ	ቀጠረ	ቅጥር	ቀጠረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅጥር:A	ቅጥር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቀጥራል	ይቀጥራል	ቅጥር	ቀጠረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅጥር:A	ቅጥር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቅጠር	ቅጠር	ቅጥር	ቀጠረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ቅጥእ:A	ቅጥእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ቀጣ	ቀጣ	ቅጥእ	ቀጣ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅጥእ:A	ቅጥእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይቀጣል	ይቀጣል	ቅጥእ	ቀጣ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ቅጥእ:A	ቅጥእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ቅጣ	ቅጣ	ቅጥእ	ቀጣ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ብልእ:A	ብልእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	በላ	በላ	ብልእ	በላ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ብልእ:A	ብልእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይበላል	ይበላል	ብልእ	በላ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ብልእ:A	ብልእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ብላ	ብላ	ብልእ	በላ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ብልጥ:A	ብልጥ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	በለጠ	በለጠ	ብልጥ	በለጠ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ብልጥ:A	ብልጥ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይበልጣል	ይበልጣል	ብልጥ	በለጠ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ብልጥ:A	ብልጥ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ብለጥ	ብለጥ	ብልጥ	በለጠ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ብቅእ:A	ብቅእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	በቃ	በቃ	ብቅእ	በቃ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ብቅእ:A	ብቅእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይበቃል	ይበቃል	ብቅእ	በቃ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ብቅእ:A	ብቅእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ብቃ	ብቃ	ብቅእ	በቃ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ብጅይ:B	ብጅይ	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	በጀ	በጀ	ብጅይ	በጀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ብጅይ:B	ብጅይ	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይበጃል	ይበጃል	ብጅይ	በጀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ብጅይ:B	ብጅይ	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	በጅ	በጅ	ብጅይ	በጀ	Gender=Fem|Mood=Imp|Number=Sing|Person=2
regular	regular:ትግል:C	ትግል	C	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ታገለ	ታገለ	ትግል	ታገለ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ትግል:C	ትግል	C	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይታግላል	ይታግላል	ትግል	ታገለ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ትግል:C	ትግል	C	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ታግል	ታግል	ትግል	ታገለ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንስእ:A	ንስእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነሳ	ነሳ	ንስእ	ነሳ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንስእ:A	ንስእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነሳል	ይነሳል	ንስእ	ተነሳ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንስእ:A	ንስእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንሳ	ንሳ	ንስእ	ነሳ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንቅል:A	ንቅል	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነቀለ	ነቀለ	ንቅል	ነቀለ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንቅል:A	ንቅል	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነቅላል	ይነቅላል	ንቅል	ነቀለ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንቅል:A	ንቅል	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንቀል	ንቀል	ንቅል	ነቀለ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንቅእ:A	ንቅእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነቃ	ነቃ	ንቅእ	ነቃ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንቅእ:A	ንቅእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነቃል	ይነቃል	ንቅእ	ተነቃ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ንቅእ:A	ንቅእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንቃ	ንቃ	ንቅእ	ነቃ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንብር:A	ንብር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነበረ	ነበረ	ንብር	አለː	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንብር:A	ንብር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነበር	ነበር	ንብር	አለː	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንብር:A	ንብር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነብራል	ይነብራል	ንብር	አለː	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንብር:A	ንብር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንበር	ንበር	ንብር	አለː	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንብብ:A	ንብብ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነበበ	ነበበ	ንብብ	ነበበ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንብብ:A	ንብብ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነባል	ይነባል	ንብብ	ነበበ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንብብ:A	ንብብ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንበብ	ንበብ	ንብብ	ነበበ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንብእ:A	ንብእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነባ	ነባ	ንብእ	ነባ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንብእ:A	ንብእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነባል	ይነባል	ንብእ	ተነባ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ንብእ:A	ንብእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንባ	ንባ	ንብእ	ነባ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንእቅ:A	ንእቅ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ናቀ	ናቀ	ንእቅ	ናቀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንእቅ:A	ንእቅ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይንቃል	ይንቃል	ንእቅ	ናቀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንእቅ:A	ንእቅ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ናቅ	ናቅ	ንእቅ	ናቀ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንዝእ:A	ንዝእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነዛ	ነዛ	ንዝእ	ነዛ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንዝእ:A	ንዝእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነዛል	ይነዛል	ንዝእ	ተነዛ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ንዝእ:A	ንዝእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንዛ	ንዛ	ንዝእ	ነዛ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንድእ:A	ንድእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነዳ	ነዳ	ንድእ	ነዳ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንድእ:A	ንድእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነዳል	ይነዳል	ንድእ	ተነዳ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ንድእ:A	ንድእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንዳ	ንዳ	ንድእ	ነዳ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንጥር:A	ንጥር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነጠረ	ነጠረ	ንጥር	ነጠረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንጥር:A	ንጥር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነጥራል	ይነጥራል	ንጥር	ነጠረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንጥር:A	ንጥር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንጠር	ንጠር	ንጥር	ነጠረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንጥቅ:A	ንጥቅ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነጠቀ	ነጠቀ	ንጥቅ	ነጠቀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንጥቅ:A	ንጥቅ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነጥቃል	ይነጥቃል	ንጥቅ	ነጠቀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንጥቅ:A	ንጥቅ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንጠቅ	ንጠቅ	ንጥቅ	ነጠቀ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንፍስ:A	ንፍስ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነፈሰ	ነፈሰ	ንፍስ	ነፈሰ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንፍስ:A	ንፍስ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነፍሳል	ይነፍሳል	ንፍስ	ነፈሰ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ንፍስ:A	ንፍስ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንፈስ	ንፈስ	ንፍስ	ነፈሰ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ንፍእ:A	ንፍእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ነፋ	ነፋ	ንፍእ	ነፋ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ንፍእ:A	ንፍእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይነፋል	ይነፋል	ንፍእ	ተነፋ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ንፍእ:A	ንፍእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ንፋ	ንፋ	ንፍእ	ነፋ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:እይይ:A	እይይ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	አየ	አየ	እይይ	አየ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:እይይ:A	እይይ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ያያል	ያያል	እይይ	አየ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:እይይ:A	እይይ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	እይ	እይ	እይይ	አየ	Gender=Fem|Mood=Imp|Number=Sing|Person=2
regular	regular:ኩርፍ:A	ኩርፍ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ኮረፈ	ኮረፈ	ኩርፍ	ኮረፈ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ኩርፍ:A	ኩርፍ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይኮርፋል	ይኮርፋል	ኩርፍ	ኮረፈ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ኩርፍ:A	ኩርፍ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ኩረፍ	ኩረፍ	ኩርፍ	ኮረፈ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ኩንን:B	ኩንን	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ኮነነ	ኮነነ	ኩንን	ኮነነ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ኩንን:B	ኩንን	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይኮንናል	ይኮንናል	ኩንን	ኮነነ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ኩንን:B	ኩንን	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ኮንን	ኮንን	ኩንን	ኮነነ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ክብብ:A	ክብብ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ከበበ	ከበበ	ክብብ	ከበበ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ክብብ:A	ክብብ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይከባል	ይከባል	ክብብ	ከበበ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ክብብ:A	ክብብ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ክበብ	ክበብ	ክብብ	ከበበ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ክውን:B	ክውን	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ከወነ	ከወነ	ክውን	ከወነ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ክውን:B	ክውን	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይከውናል	ይከውናል	ክውን	ከወነ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ክውን:B	ክውን	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ከውን	ከውን	ክውን	ከወነ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ክድእ:A	ክድእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ከዳ	ከዳ	ክድእ	ከዳ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ክድእ:A	ክድእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይከዳል	ይከዳል	ክድእ	ተከዳ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ክድእ:A	ክድእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ክዳ	ክዳ	ክድእ	ከዳ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ክጅል:B	ክጅል	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ከጀለ	ከጀለ	ክጅል	ከጀለ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ክጅል:B	ክጅል	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይከጅላል	ይከጅላል	ክጅል	ከጀለ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ክጅል:B	ክጅል	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ከጅል	ከጅል	ክጅል	ከጀለ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ክፍል:A	ክፍል	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ከፈለ	ከፈለ	ክፍል	ከፈለ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ክፍል:A	ክፍል	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይከፍላል	ይከፍላል	ክፍል	ከፈለ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ክፍል:A	ክፍል	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ክፈል	ክፈል	ክፍል	ከፈለ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ክፍእ:A	ክፍእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ከፋ	ከፋ	ክፍእ	ከፋ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ክፍእ:A	ክፍእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይከፋል	ይከፋል	ክፍእ	ተከፋ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ክፍእ:A	ክፍእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ክፋ	ክፋ	ክፍእ	ከፋ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውልቅ:A	ውልቅ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወለቀ	ወለቀ	ውልቅ	ወለቀ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውልቅ:A	ውልቅ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወልቃል	ይወልቃል	ውልቅ	ወለቀ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ውልቅ:A	ውልቅ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ውለቅ	ውለቅ	ውልቅ	ወለቀ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውርእ:A	ውርእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወራ	ወራ	ውርእ	ወራ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውርእ:A	ውርእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወራል	ይወራል	ውርእ	ተወራ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ውርእ:A	ውርእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ውራ	ውራ	ውርእ	ወራ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውርድ:A	ውርድ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወረደ	ወረደ	ውርድ	ወረደ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውርድ:A	ውርድ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወርዳል	ይወርዳል	ውርድ	ወረደ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ውርድ:A	ውርድ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ውረድ	ውረድ	ውርድ	ወረደ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውሽም:B	ውሽም	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወሸመ	ወሸመ	ውሽም	ወሸመ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውሽም:B	ውሽም	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወሽማል	ይወሽማል	ውሽም	ወሸመ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ውሽም:B	ውሽም	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ወሽም	ወሽም	ውሽም	ወሸመ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውቅር:A	ውቅር	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወቀረ	ወቀረ	ውቅር	ወቀረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውቅር:A	ውቅር	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወቅራል	ይወቅራል	ውቅር	ወቀረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ውቅር:A	ውቅር	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ውቀር	ውቀር	ውቅር	ወቀረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውቅስ:A	ውቅስ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወቀሰ	ወቀሰ	ውቅስ	ወቀሰ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውቅስ:A	ውቅስ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወቅሳል	ይወቅሳል	ውቅስ	ወቀሰ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ውቅስ:A	ውቅስ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ውቀስ	ውቀስ	ውቅስ	ወቀሰ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ውጥእ:A	ውጥእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ወጣ	ወጣ	ውጥእ	ወጣ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ውጥእ:A	ውጥእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይወጣል	ይወጣል	ውጥእ	ተወጣ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ውጥእ:A	ውጥእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ውጣ	ውጣ	ውጥእ	ወጣ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ዝንእ:A	ዝንእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ዘና	ዘና	ዝንእ	ዘና	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ዝንእ:A	ዝንእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይዘናል	ይዘናል	ዝንእ	ተዘና	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ዝንእ:A	ዝንእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ዝና	ዝና	ዝንእ	ዘና	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ዝውር:B	ዝውር	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ዘወረ	ዘወረ	ዝውር	ዘወረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ዝውር:B	ዝውር	B	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ዞረ	ዞረ	ዝውር	ዞረ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ዝውር:B	ዝውር	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይዘውራል	ይዘውራል	ዝውር	ዘወረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3
regular	regular:ዝውር:B	ዝውር	B	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይዞራል	ይዞራል	ዝውር	ተዞረ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ዝውር:B	ዝውር	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ዘውር	ዘውር	ዝውር	ዘወረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ዝውር:B	ዝውር	B	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ዙር	ዙር	ዝውር	ዞረ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ዝግእ:A	ዝግእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ዘጋ	ዘጋ	ዝግእ	ዘጋ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ዝግእ:A	ዝግእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይዘጋል	ይዘጋል	ዝግእ	ተዘጋ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
regular	regular:ዝግእ:A	ዝግእ	A	2	imperative_2ms	[t=j,sp=2,sn=1,sg=m]	ዝጋ	ዝጋ	ዝግእ	ዘጋ	Gender=Masc|Mood=Imp|Number=Sing|Person=2
regular	regular:ድልእ:A	ድልእ	A	0	perfective_3ms	[t=p,sp=3,sn=1,sg=m]	ደላ	ደላ	ድልእ	ደላ	Aspect=Perf|Gender=Masc|Number=Sing|Person=3
regular	regular:ድልእ:A	ድልእ	A	1	imperfective_3ms	[t=i,sp=3,sn=1,sg=m]	ይደላል	ይደላል	ድልእ	ተደላ	Aspect=Imp|Gender=Masc|Number=Sing|Person=3|Voice=Pass
